transactionid,amount,customerid,timestamp,merchantid,transactionamount,anomalyscore,name,age,address,accountbalance,lastlogin,suspiciousflag,merchantname,location,category,isfraud
853,59.66022515081108,1924,2022-02-05 12:00:00,2295,29.504580881467724,0.1283184045224797,Customer 1924,60,Address 1924,2652.931615157598,2024-07-12,0,Merchant 2295,Location 2295,Food,0
854,66.52474028496395,1834,2022-02-05 13:00:00,2484,32.49797872494389,0.1946960489398977,Customer 1834,41,Address 1834,7732.401836922855,2024-04-13,0,Merchant 2484,Location 2484,Other,0
855,59.567666008545835,1176,2022-02-05 14:00:00,2892,71.47864756056055,0.5940516898974921,Customer 1176,20,Address 1176,5493.960539328983,2022-06-25,0,Merchant 2892,Location 2892,Other,0
856,77.92991329715457,1551,2022-02-05 15:00:00,2811,41.56673287279271,0.9434825580235258,Customer 1551,58,Address 1551,2398.035018648643,2023-07-05,0,Merchant 2811,Location 2811,Travel,0
857,61.688816522872656,1934,2022-02-05 16:00:00,2294,17.16863837676198,0.9802705624970834,Customer 1934,56,Address 1934,1662.3303838152992,2024-07-22,0,Merchant 2294,Location 2294,Food,0
858,64.08704501443339,1190,2022-02-05 17:00:00,2558,93.55867375392955,0.7394109431941214,Customer 1190,24,Address 1190,8351.891276695285,2022-07-09,0,Merchant 2558,Location 2558,Food,0
859,42.16185142416847,1980,2022-02-05 18:00:00,2407,47.28329322709119,0.7388569174176827,Customer 1980,44,Address 1980,7509.571037785748,2024-09-06,0,Merchant 2407,Location 2407,Online,0
860,14.377501183070512,1322,2022-02-05 19:00:00,2408,78.78711195110192,0.8305286093856156,Customer 1322,29,Address 1322,9411.508716680992,2022-11-18,0,Merchant 2408,Location 2408,Retail,0
861,80.206153862561,1765,2022-02-05 20:00:00,2015,13.513241492947762,0.2445055947590901,Customer 1765,29,Address 1765,5112.344414399507,2024-02-04,0,Merchant 2015,Location 2015,Travel,0
862,80.41574164113865,1553,2022-02-05 21:00:00,2077,78.35691364656418,0.2645489490419127,Customer 1553,37,Address 1553,5095.375076401113,2023-07-07,0,Merchant 2077,Location 2077,Travel,0
863,36.9087392976182,1143,2022-02-05 22:00:00,2124,61.20774772827271,0.7027975445797655,Customer 1143,58,Address 1143,3367.9249236603873,2022-05-23,0,Merchant 2124,Location 2124,Retail,0
864,29.080894938055295,1709,2022-02-05 23:00:00,2137,16.135283289455028,0.5675590106862017,Customer 1709,42,Address 1709,4061.519363599025,2023-12-10,0,Merchant 2137,Location 2137,Other,0
865,19.351578081706577,1839,2022-02-06 00:00:00,2163,66.87343909377753,0.5795883400986052,Customer 1839,18,Address 1839,5856.0623617910405,2024-04-18,0,Merchant 2163,Location 2163,Online,0
866,34.44668007158171,1249,2022-02-06 01:00:00,2395,42.57270708499616,0.1290055257416732,Customer 1249,26,Address 1249,5944.205812014155,2022-09-06,0,Merchant 2395,Location 2395,Online,0
867,81.41515284943999,1128,2022-02-06 02:00:00,2160,96.7957398517478,0.8069617907713429,Customer 1128,21,Address 1128,7899.461183038991,2022-05-08,0,Merchant 2160,Location 2160,Travel,0
868,27.450619758180107,1111,2022-02-06 03:00:00,2712,49.866990324608146,0.7508760418949948,Customer 1111,32,Address 1111,7980.849544448291,2022-04-21,0,Merchant 2712,Location 2712,Retail,0
869,65.70225812625743,1656,2022-02-06 04:00:00,2252,60.70980509916768,0.5577243948327285,Customer 1656,48,Address 1656,5626.572877353346,2023-10-18,0,Merchant 2252,Location 2252,Retail,0
870,50.70097741774521,1814,2022-02-06 05:00:00,2302,42.585613829081865,0.1124268717393868,Customer 1814,28,Address 1814,6484.64781184804,2024-03-24,0,Merchant 2302,Location 2302,Online,0
871,50.243254577059886,1393,2022-02-06 06:00:00,2875,71.62189340616376,0.9506164401390956,Customer 1393,47,Address 1393,3238.1840967641533,2023-01-28,0,Merchant 2875,Location 2875,Retail,0
872,21.1458547206259,1920,2022-02-06 07:00:00,2451,16.195300039458296,0.7621440651792837,Customer 1920,33,Address 1920,3434.6128749564655,2024-07-08,0,Merchant 2451,Location 2451,Retail,0
873,16.43832083940835,1085,2022-02-06 08:00:00,2859,52.16739126943224,0.5119893821825897,Customer 1085,35,Address 1085,6148.870554004673,2022-03-26,0,Merchant 2859,Location 2859,Retail,0
874,70.30126731068788,1212,2022-02-06 09:00:00,2116,58.75964999870469,0.3382238586220067,Customer 1212,55,Address 1212,9974.701764544445,2022-07-31,0,Merchant 2116,Location 2116,Food,0
875,94.24651183536184,1708,2022-02-06 10:00:00,2919,32.51857696682872,0.7526778251910219,Customer 1708,30,Address 1708,2877.527130943666,2023-12-09,0,Merchant 2919,Location 2919,Food,0
876,64.08879961517923,1917,2022-02-06 11:00:00,2172,41.013025883718385,0.2004818299751006,Customer 1917,37,Address 1917,7381.246492403197,2024-07-05,0,Merchant 2172,Location 2172,Travel,0
877,77.26384488888628,1376,2022-02-06 12:00:00,2497,62.539239518004656,0.1394057417340821,Customer 1376,53,Address 1376,5745.127918765053,2023-01-11,0,Merchant 2497,Location 2497,Online,0
878,40.312142290358715,1495,2022-02-06 13:00:00,2024,50.916657326435946,0.8480260322336391,Customer 1495,20,Address 1495,1236.384945903017,2023-05-10,0,Merchant 2024,Location 2024,Online,0
879,84.55259193533934,1623,2022-02-06 14:00:00,2034,44.379123639904705,0.3340527927774718,Customer 1623,34,Address 1623,2341.7106823841923,2023-09-15,0,Merchant 2034,Location 2034,Food,0
880,95.2301527805285,1423,2022-02-06 15:00:00,2116,11.920076798012518,0.5847187482767527,Customer 1423,40,Address 1423,7025.452026763664,2023-02-27,0,Merchant 2116,Location 2116,Retail,0
881,50.83496652230644,1504,2022-02-06 16:00:00,2241,23.55967783056922,0.4985941139851815,Customer 1504,64,Address 1504,1165.433334812276,2023-05-19,0,Merchant 2241,Location 2241,Other,0
882,84.60060342839287,1571,2022-02-06 17:00:00,2379,41.93851846994259,0.5006842161098343,Customer 1571,24,Address 1571,9122.326240080129,2023-07-25,0,Merchant 2379,Location 2379,Food,0
883,63.53186105836484,1406,2022-02-06 18:00:00,2050,12.845188225582884,0.4271786330249961,Customer 1406,56,Address 1406,6284.73966605261,2023-02-10,0,Merchant 2050,Location 2050,Retail,0
884,66.26626490693305,1704,2022-02-06 19:00:00,2738,82.00296267743329,0.1911507639027172,Customer 1704,23,Address 1704,1670.4930903743175,2023-12-05,0,Merchant 2738,Location 2738,Food,0
885,23.44981815960602,1210,2022-02-06 20:00:00,2200,11.021979773713175,0.0530307305584982,Customer 1210,39,Address 1210,9316.95357597456,2022-07-29,0,Merchant 2200,Location 2200,Online,0
886,90.06115336349863,1821,2022-02-06 21:00:00,2831,71.62684127137953,0.8190407722612534,Customer 1821,26,Address 1821,9713.65768299239,2024-03-31,0,Merchant 2831,Location 2831,Retail,0
887,25.527990197551137,1180,2022-02-06 22:00:00,2813,30.633737786270316,0.7558510970167627,Customer 1180,59,Address 1180,8645.383185655746,2022-06-29,0,Merchant 2813,Location 2813,Online,0
888,74.06906245975239,1433,2022-02-06 23:00:00,2938,10.249793705637137,0.2771917261272317,Customer 1433,55,Address 1433,6991.289066546222,2023-03-09,0,Merchant 2938,Location 2938,Travel,0
889,26.68493172269836,1928,2022-02-07 00:00:00,2631,31.964825164066426,0.0141213626112681,Customer 1928,60,Address 1928,9352.655675082651,2024-07-16,0,Merchant 2631,Location 2631,Retail,0
890,87.17606804177909,1906,2022-02-07 01:00:00,2660,30.104703859736155,0.5086217139056916,Customer 1906,47,Address 1906,8161.509839907068,2024-06-24,0,Merchant 2660,Location 2660,Travel,0
891,88.07345453811928,1533,2022-02-07 02:00:00,2586,11.704441752467348,0.6491890304997459,Customer 1533,48,Address 1533,8928.443453180656,2023-06-17,0,Merchant 2586,Location 2586,Retail,0
892,98.2927232923352,1691,2022-02-07 03:00:00,2845,13.11547361456208,0.8999266453893355,Customer 1691,47,Address 1691,6089.047769259954,2023-11-22,0,Merchant 2845,Location 2845,Other,0
893,31.218274539629405,1319,2022-02-07 04:00:00,2655,87.6023926816555,0.042641379008624,Customer 1319,38,Address 1319,5564.493480735172,2022-11-15,0,Merchant 2655,Location 2655,Travel,0
894,84.71865132912392,1544,2022-02-07 05:00:00,2633,74.26828330854329,0.2290484195556313,Customer 1544,55,Address 1544,8546.332849531158,2023-06-28,0,Merchant 2633,Location 2633,Retail,0
895,53.683898085084074,1952,2022-02-07 06:00:00,2149,90.42202596823398,0.0408171650797212,Customer 1952,50,Address 1952,2869.689912187824,2024-08-09,0,Merchant 2149,Location 2149,Food,0
896,23.030133714144085,1389,2022-02-07 07:00:00,2304,36.79368847877865,0.7061256485681822,Customer 1389,61,Address 1389,1815.8344067650537,2023-01-24,0,Merchant 2304,Location 2304,Retail,0
897,63.498140700143466,1049,2022-02-07 08:00:00,2844,58.271480185616035,0.9371213001718842,Customer 1049,30,Address 1049,7144.298707590787,2022-02-18,0,Merchant 2844,Location 2844,Online,0
898,87.34495106429543,1755,2022-02-07 09:00:00,2104,47.637847033007986,0.2502910062027869,Customer 1755,42,Address 1755,2653.251468019429,2024-01-25,0,Merchant 2104,Location 2104,Travel,0
899,15.900151898696164,1538,2022-02-07 10:00:00,2296,54.72042684932479,0.5482051084832837,Customer 1538,62,Address 1538,3447.1174140401004,2023-06-22,0,Merchant 2296,Location 2296,Food,0
900,36.87927531010898,1424,2022-02-07 11:00:00,2094,56.47276106809286,0.0319332805139734,Customer 1424,37,Address 1424,4344.549864306991,2023-02-28,0,Merchant 2094,Location 2094,Retail,0
901,13.846819533581574,1825,2022-02-07 12:00:00,2639,41.83416130455339,0.7167986698636748,Customer 1825,54,Address 1825,4886.010824613629,2024-04-04,0,Merchant 2639,Location 2639,Travel,0
902,11.657828888394429,1996,2022-02-07 13:00:00,2240,30.289026859636607,0.5242169779323402,Customer 1996,33,Address 1996,8523.485162660265,2024-09-22,0,Merchant 2240,Location 2240,Travel,0
903,21.21036641616177,1991,2022-02-07 14:00:00,2902,89.95161364321649,0.2584381475110235,Customer 1991,61,Address 1991,3272.3064696669626,2024-09-17,0,Merchant 2902,Location 2902,Travel,0
904,45.76941000334883,1225,2022-02-07 15:00:00,2983,12.910796726521616,0.4300355943135006,Customer 1225,51,Address 1225,2351.0496929869623,2022-08-13,0,Merchant 2983,Location 2983,Online,0
905,64.09589461181153,1322,2022-02-07 16:00:00,2239,98.2408375996488,0.4777419058693507,Customer 1322,29,Address 1322,9411.508716680992,2022-11-18,0,Merchant 2239,Location 2239,Travel,0
906,90.38789073571203,1280,2022-02-07 17:00:00,2081,34.79164660531628,0.4035529825012005,Customer 1280,60,Address 1280,8295.281557902284,2022-10-07,0,Merchant 2081,Location 2081,Retail,0
907,61.9468343699687,1932,2022-02-07 18:00:00,2631,64.32983326370797,0.6774998755093605,Customer 1932,22,Address 1932,3443.9131489361203,2024-07-20,0,Merchant 2631,Location 2631,Online,0
908,21.0074016493607,1992,2022-02-07 19:00:00,2850,21.47375304302289,0.2049893811906921,Customer 1992,55,Address 1992,4053.590461130319,2024-09-18,0,Merchant 2850,Location 2850,Online,1
909,73.55606662201993,1595,2022-02-07 20:00:00,2694,38.69211116438761,0.4496166799568124,Customer 1595,53,Address 1595,1150.2959489054026,2023-08-18,0,Merchant 2694,Location 2694,Travel,0
910,32.2318769063642,1228,2022-02-07 21:00:00,2007,93.8965471058002,0.6610513893555724,Customer 1228,59,Address 1228,9343.248064754189,2022-08-16,1,Merchant 2007,Location 2007,Food,0
911,44.88713449114011,1304,2022-02-07 22:00:00,2801,83.78950268867644,0.7560285737450182,Customer 1304,62,Address 1304,9631.517578499512,2022-10-31,0,Merchant 2801,Location 2801,Retail,0
912,38.392254623325115,1747,2022-02-07 23:00:00,2044,17.616997984209416,0.991923320101168,Customer 1747,44,Address 1747,1098.7212989329994,2024-01-17,0,Merchant 2044,Location 2044,Other,0
913,94.5872061148643,1199,2022-02-08 00:00:00,2895,20.11373429587871,0.5601138232306296,Customer 1199,45,Address 1199,5098.858759172226,2022-07-18,0,Merchant 2895,Location 2895,Retail,0
914,96.52314248884213,1009,2022-02-08 01:00:00,2701,94.93170387030288,0.856704244071713,Customer 1009,32,Address 1009,5359.747810190935,2022-01-09,0,Merchant 2701,Location 2701,Other,0
915,81.69738902734242,1227,2022-02-08 02:00:00,2957,27.586574483547913,0.2709095960651473,Customer 1227,35,Address 1227,6764.941455409842,2022-08-15,0,Merchant 2957,Location 2957,Food,0
916,56.376547151977306,1334,2022-02-08 03:00:00,2521,48.32297180233819,0.4528922347432437,Customer 1334,41,Address 1334,4572.64687327948,2022-11-30,0,Merchant 2521,Location 2521,Other,0
917,80.90963279805126,1655,2022-02-08 04:00:00,2687,97.59327634080483,0.86676521291186,Customer 1655,50,Address 1655,2152.9921898737,2023-10-17,0,Merchant 2687,Location 2687,Other,0
918,23.12363510526152,1242,2022-02-08 05:00:00,2423,71.52949764480569,0.8719082869819983,Customer 1242,32,Address 1242,5765.640647310825,2022-08-30,0,Merchant 2423,Location 2423,Travel,0
919,76.7037658134944,1136,2022-02-08 06:00:00,2301,48.46699759690941,0.092037327296395,Customer 1136,29,Address 1136,7321.062181909426,2022-05-16,0,Merchant 2301,Location 2301,Retail,0
920,67.97359142174959,1142,2022-02-08 07:00:00,2772,36.18524095237869,0.7573364910544071,Customer 1142,57,Address 1142,3789.361176969462,2022-05-22,0,Merchant 2772,Location 2772,Other,0
921,45.84978420861537,1004,2022-02-08 08:00:00,2111,36.53471969141,0.6521879103565174,Customer 1004,30,Address 1004,3101.5091338402535,2022-01-04,0,Merchant 2111,Location 2111,Other,0
922,53.520423375763215,1606,2022-02-08 09:00:00,2714,54.031860915913875,0.0538861021795162,Customer 1606,60,Address 1606,4152.721122244118,2023-08-29,0,Merchant 2714,Location 2714,Other,0
923,52.160534543489405,1024,2022-02-08 10:00:00,2734,21.36611514974726,0.9494127546761172,Customer 1024,40,Address 1024,1795.3282266181373,2022-01-24,0,Merchant 2734,Location 2734,Other,0
924,12.957371513455186,1800,2022-02-08 11:00:00,2522,52.9067346483392,0.3105800165042927,Customer 1800,58,Address 1800,6631.372808065945,2024-03-10,0,Merchant 2522,Location 2522,Retail,0
925,77.5892520491586,1060,2022-02-08 12:00:00,2841,11.443127474715745,0.2606398456693745,Customer 1060,38,Address 1060,9121.230250792947,2022-03-01,0,Merchant 2841,Location 2841,Travel,0
926,97.5841046288916,1666,2022-02-08 13:00:00,2353,28.857927879607292,0.3632136317624784,Customer 1666,36,Address 1666,9674.062164262285,2023-10-28,0,Merchant 2353,Location 2353,Online,0
927,93.186765046662,1165,2022-02-08 14:00:00,2544,49.87894110780856,0.6179153511305893,Customer 1165,48,Address 1165,4115.718543854602,2022-06-14,0,Merchant 2544,Location 2544,Online,1
928,75.05441065286574,1132,2022-02-08 15:00:00,2517,19.236338548138068,0.2432574499650226,Customer 1132,47,Address 1132,4552.1052691343975,2022-05-12,0,Merchant 2517,Location 2517,Online,0
929,26.606352840247457,1751,2022-02-08 16:00:00,2960,17.060490894266653,0.2352320511548524,Customer 1751,35,Address 1751,3532.245916328434,2024-01-21,0,Merchant 2960,Location 2960,Online,1
930,19.534609879795333,1514,2022-02-08 17:00:00,2441,49.677028354486666,0.4296437730502268,Customer 1514,20,Address 1514,2045.0579963089228,2023-05-29,0,Merchant 2441,Location 2441,Travel,0
931,63.74348565655637,1785,2022-02-08 18:00:00,2772,77.30669853816907,0.8347683490609425,Customer 1785,26,Address 1785,1549.517859663426,2024-02-24,0,Merchant 2772,Location 2772,Other,0
932,84.99494585391481,1801,2022-02-08 19:00:00,2504,24.659369987938287,0.7803803912579997,Customer 1801,27,Address 1801,1941.7264633137436,2024-03-11,0,Merchant 2504,Location 2504,Travel,0
933,43.31408994984277,1330,2022-02-08 20:00:00,2414,29.3985429532272,0.719368166041893,Customer 1330,63,Address 1330,8773.956940488475,2022-11-26,1,Merchant 2414,Location 2414,Other,0
934,59.64679754482704,1088,2022-02-08 21:00:00,2315,37.06997240789393,0.6985546855885032,Customer 1088,38,Address 1088,1511.7079457480804,2022-03-29,0,Merchant 2315,Location 2315,Food,0
935,67.6345414499013,1705,2022-02-08 22:00:00,2499,44.21692274406343,0.5437140816653593,Customer 1705,39,Address 1705,4634.373036096615,2023-12-06,0,Merchant 2499,Location 2499,Retail,0
936,43.18297705942081,1658,2022-02-08 23:00:00,2383,59.62542233513079,0.1472954822049518,Customer 1658,44,Address 1658,6506.933648420445,2023-10-20,0,Merchant 2383,Location 2383,Retail,0
937,88.20869587689056,1518,2022-02-09 00:00:00,2340,63.05006360901799,0.2828338638670756,Customer 1518,19,Address 1518,1512.263352658831,2023-06-02,0,Merchant 2340,Location 2340,Travel,0
938,50.36171009890702,1131,2022-02-09 01:00:00,2486,56.52607726320148,0.662685734015089,Customer 1131,41,Address 1131,6496.108703688331,2022-05-11,0,Merchant 2486,Location 2486,Travel,0
939,88.99270050806099,1482,2022-02-09 02:00:00,2871,81.48455822676858,0.8366503058153224,Customer 1482,26,Address 1482,2076.8077958585536,2023-04-27,0,Merchant 2871,Location 2871,Travel,0
940,74.0970689078747,1516,2022-02-09 03:00:00,2273,97.63612941530968,0.9837436832634588,Customer 1516,41,Address 1516,8658.737447150934,2023-05-31,0,Merchant 2273,Location 2273,Online,0
941,13.844857117841546,1058,2022-02-09 04:00:00,2385,93.3830334942078,0.0510733055658789,Customer 1058,50,Address 1058,5923.741950678233,2022-02-27,0,Merchant 2385,Location 2385,Travel,0
942,12.611478926976906,1350,2022-02-09 05:00:00,2436,54.02493330013226,0.7187946248769317,Customer 1350,49,Address 1350,3431.9397182364382,2022-12-16,0,Merchant 2436,Location 2436,Other,0
943,34.06316109206354,1232,2022-02-09 06:00:00,2530,53.348064034383114,0.903843130556986,Customer 1232,18,Address 1232,8793.538025111497,2022-08-20,0,Merchant 2530,Location 2530,Retail,0
944,35.85949743054377,1154,2022-02-09 07:00:00,2736,39.33289839154256,0.7411826706570788,Customer 1154,48,Address 1154,5544.569288667391,2022-06-03,0,Merchant 2736,Location 2736,Retail,0
945,42.60535294784076,1014,2022-02-09 08:00:00,2568,58.05162091309303,0.6185239469195336,Customer 1014,27,Address 1014,9922.29197304782,2022-01-14,0,Merchant 2568,Location 2568,Retail,0
946,48.2268648362713,1473,2022-02-09 09:00:00,2414,82.69123550239847,0.3022555946916622,Customer 1473,26,Address 1473,3026.3744515295375,2023-04-18,0,Merchant 2414,Location 2414,Other,1
947,15.061303969882118,1085,2022-02-09 10:00:00,2741,59.25107738424546,0.8313888508428988,Customer 1085,35,Address 1085,6148.870554004673,2022-03-26,0,Merchant 2741,Location 2741,Online,0
948,60.222509912044046,1779,2022-02-09 11:00:00,2826,92.95859135600308,0.3050601812980062,Customer 1779,29,Address 1779,5248.694500029742,2024-02-18,0,Merchant 2826,Location 2826,Food,0
949,71.16993370893385,1971,2022-02-09 12:00:00,2610,32.04225945579654,0.75909910749829,Customer 1971,55,Address 1971,7251.703804374901,2024-08-28,0,Merchant 2610,Location 2610,Travel,0
950,79.37427413633232,1124,2022-02-09 13:00:00,2312,95.26787369146018,0.0777500991231449,Customer 1124,45,Address 1124,6746.988789784419,2022-05-04,0,Merchant 2312,Location 2312,Online,0
951,68.36620472188787,1568,2022-02-09 14:00:00,2581,44.91112749585823,0.3714815316000812,Customer 1568,31,Address 1568,3281.3375318246426,2023-07-22,0,Merchant 2581,Location 2581,Other,0
952,73.97469114745326,1083,2022-02-09 15:00:00,2043,80.34022583092302,0.9136424000128052,Customer 1083,29,Address 1083,3012.90594624605,2022-03-24,0,Merchant 2043,Location 2043,Online,0
953,61.19374615765196,1138,2022-02-09 16:00:00,2626,75.35372119726676,0.4290793931222515,Customer 1138,63,Address 1138,5038.91001726212,2022-05-18,0,Merchant 2626,Location 2626,Other,0
954,98.30041035340705,1942,2022-02-09 17:00:00,2428,66.39384639717704,0.4688318910094555,Customer 1942,51,Address 1942,9839.150445743477,2024-07-30,0,Merchant 2428,Location 2428,Other,0
955,57.99495371278119,1814,2022-02-09 18:00:00,2460,27.92819881920769,0.4156354887421412,Customer 1814,28,Address 1814,6484.64781184804,2024-03-24,0,Merchant 2460,Location 2460,Online,0
956,22.090776401179784,1592,2022-02-09 19:00:00,2541,45.13889006965265,0.1057187708004696,Customer 1592,29,Address 1592,3760.161479560119,2023-08-15,0,Merchant 2541,Location 2541,Other,1
957,13.131711320985104,1345,2022-02-09 20:00:00,2195,44.27028066955624,0.6030675005883553,Customer 1345,52,Address 1345,7264.807041213747,2022-12-11,0,Merchant 2195,Location 2195,Online,0
958,82.00241852701163,1108,2022-02-09 21:00:00,2139,54.94891695192088,0.410923840158629,Customer 1108,33,Address 1108,7794.946321991311,2022-04-18,0,Merchant 2139,Location 2139,Travel,0
959,31.808666818145923,1037,2022-02-09 22:00:00,2946,42.91180927061685,0.892658062596063,Customer 1037,61,Address 1037,9519.477121680264,2022-02-06,0,Merchant 2946,Location 2946,Travel,0
960,18.212010934779613,1748,2022-02-09 23:00:00,2799,79.81674716429508,0.798681215110074,Customer 1748,58,Address 1748,1787.742771615272,2024-01-18,0,Merchant 2799,Location 2799,Other,0
961,79.19729957287116,1902,2022-02-10 00:00:00,2592,66.70610473254715,0.7805883107616539,Customer 1902,35,Address 1902,6370.257414195333,2024-06-20,0,Merchant 2592,Location 2592,Other,0
962,10.661651267084997,1925,2022-02-10 01:00:00,2439,79.43424822006767,0.1792675798491805,Customer 1925,21,Address 1925,7080.222038532844,2024-07-13,0,Merchant 2439,Location 2439,Food,0
963,39.41846624095393,1631,2022-02-10 02:00:00,2344,69.98428539424151,0.5124385762914143,Customer 1631,57,Address 1631,6453.022256002205,2023-09-23,0,Merchant 2344,Location 2344,Retail,0
964,14.572576131898854,1367,2022-02-10 03:00:00,2088,85.37776737167682,0.1847927976811938,Customer 1367,19,Address 1367,6381.958127861724,2023-01-02,0,Merchant 2088,Location 2088,Food,0
965,66.38073201509731,1578,2022-02-10 04:00:00,2883,21.065222532351072,0.4478635279559976,Customer 1578,29,Address 1578,4571.53943970017,2023-08-01,0,Merchant 2883,Location 2883,Travel,0
966,59.029280852582886,1701,2022-02-10 05:00:00,2465,77.587190675629,0.893001725079941,Customer 1701,50,Address 1701,7244.499732255062,2023-12-02,0,Merchant 2465,Location 2465,Online,0
967,29.363762180061297,1628,2022-02-10 06:00:00,3000,82.84786408364808,0.0185426875286532,Customer 1628,55,Address 1628,3392.4257201231408,2023-09-20,0,Merchant 3000,Location 3000,Other,0
968,38.67638285599344,1376,2022-02-10 07:00:00,2373,72.92707380065482,0.8729085939754808,Customer 1376,53,Address 1376,5745.127918765053,2023-01-11,0,Merchant 2373,Location 2373,Other,0
969,70.84179380147489,1990,2022-02-10 08:00:00,2906,81.37222789945675,0.7906971581139471,Customer 1990,63,Address 1990,7417.757201392173,2024-09-16,0,Merchant 2906,Location 2906,Travel,0
970,96.10935116192007,1951,2022-02-10 09:00:00,2229,98.2452759822024,0.9433765426004752,Customer 1951,18,Address 1951,6303.229479736309,2024-08-08,0,Merchant 2229,Location 2229,Online,0
971,80.55756596081288,1511,2022-02-10 10:00:00,2369,33.98956472024298,0.8952480163358687,Customer 1511,29,Address 1511,3104.942852136446,2023-05-26,0,Merchant 2369,Location 2369,Other,0
972,60.98276949454476,1044,2022-02-10 11:00:00,2248,48.3009931012414,0.6371430223864262,Customer 1044,22,Address 1044,5084.274000658554,2022-02-13,0,Merchant 2248,Location 2248,Retail,0
973,40.39032929213584,1661,2022-02-10 12:00:00,2396,14.161746815133736,0.3994497415416771,Customer 1661,34,Address 1661,4915.427163608973,2023-10-23,0,Merchant 2396,Location 2396,Food,0
974,85.88659811810663,1289,2022-02-10 13:00:00,2625,39.954165552392894,0.9163748915478472,Customer 1289,31,Address 1289,9393.91094329131,2022-10-16,0,Merchant 2625,Location 2625,Online,0
975,24.179380831671473,1787,2022-02-10 14:00:00,2464,97.16291515311428,0.1860753622628134,Customer 1787,35,Address 1787,6709.759109575788,2024-02-26,0,Merchant 2464,Location 2464,Food,0
976,22.628164738064527,1666,2022-02-10 15:00:00,2895,40.97998259035188,0.327591018798574,Customer 1666,36,Address 1666,9674.062164262285,2023-10-28,0,Merchant 2895,Location 2895,Other,0
977,68.46708138536229,1153,2022-02-10 16:00:00,2661,15.910489203653048,0.6133713544637315,Customer 1153,26,Address 1153,7795.5858073424415,2022-06-02,0,Merchant 2661,Location 2661,Travel,0
978,41.61384354634974,1055,2022-02-10 17:00:00,2983,27.01624975483371,0.5632794636722344,Customer 1055,24,Address 1055,1611.5383147896853,2022-02-24,0,Merchant 2983,Location 2983,Online,0
979,52.33810790461614,1020,2022-02-10 18:00:00,2910,79.72344815204072,0.0391697034094615,Customer 1020,55,Address 1020,3552.8551470813677,2022-01-20,0,Merchant 2910,Location 2910,Other,0
980,59.308866789749395,1421,2022-02-10 19:00:00,2666,36.021251919124495,0.507260689735162,Customer 1421,41,Address 1421,6341.743797005,2023-02-25,0,Merchant 2666,Location 2666,Travel,0
981,50.18606437061031,1030,2022-02-10 20:00:00,2747,44.54646421771303,0.722522347875597,Customer 1030,54,Address 1030,3767.55788843177,2022-01-30,0,Merchant 2747,Location 2747,Travel,0
982,15.880654301311733,1777,2022-02-10 21:00:00,2408,34.063690295531494,0.9103350521675434,Customer 1777,54,Address 1777,7409.497597151173,2024-02-16,0,Merchant 2408,Location 2408,Food,0
983,93.2069229574343,1501,2022-02-10 22:00:00,2611,53.54585895379297,0.349553021657929,Customer 1501,48,Address 1501,2342.8743501392532,2023-05-16,0,Merchant 2611,Location 2611,Retail,0
984,49.45007181617836,1884,2022-02-10 23:00:00,2593,34.489507270956565,0.1693979401866958,Customer 1884,55,Address 1884,6010.648922201623,2024-06-02,0,Merchant 2593,Location 2593,Online,0
985,87.01161858917399,1796,2022-02-11 00:00:00,2010,99.52235672534624,0.8589599696724031,Customer 1796,33,Address 1796,5588.049941710766,2024-03-06,0,Merchant 2010,Location 2010,Online,0
986,29.32881528535313,1706,2022-02-11 01:00:00,2036,89.97236175842225,0.28560287194158,Customer 1706,45,Address 1706,1678.514968101755,2023-12-07,0,Merchant 2036,Location 2036,Other,0
987,90.00558943683018,1238,2022-02-11 02:00:00,2373,40.347012916706845,0.2810849871880284,Customer 1238,38,Address 1238,8228.897853132457,2022-08-26,0,Merchant 2373,Location 2373,Food,0
988,86.31758256679817,1937,2022-02-11 03:00:00,2395,41.873839670799214,0.7347183554671533,Customer 1937,27,Address 1937,5741.223579237721,2024-07-25,0,Merchant 2395,Location 2395,Travel,0
989,20.443810594610373,1312,2022-02-11 04:00:00,2284,17.84848107618984,0.0295433289723273,Customer 1312,26,Address 1312,6018.443646739725,2022-11-08,0,Merchant 2284,Location 2284,Food,0
990,64.6020311134568,1595,2022-02-11 05:00:00,2587,49.133992181918366,0.8800782523307565,Customer 1595,53,Address 1595,1150.2959489054026,2023-08-18,0,Merchant 2587,Location 2587,Travel,0
991,37.54797796124622,1060,2022-02-11 06:00:00,2947,27.294491355085796,0.6457439079137509,Customer 1060,38,Address 1060,9121.230250792947,2022-03-01,0,Merchant 2947,Location 2947,Retail,0
992,41.35252404135755,1666,2022-02-11 07:00:00,2306,49.40930847785879,0.5903632295148155,Customer 1666,36,Address 1666,9674.062164262285,2023-10-28,0,Merchant 2306,Location 2306,Travel,0
993,31.145356675220096,1695,2022-02-11 08:00:00,2791,20.87510265754165,0.2937006794394121,Customer 1695,35,Address 1695,8553.03724422807,2023-11-26,0,Merchant 2791,Location 2791,Food,0
994,95.9649600417467,1123,2022-02-11 09:00:00,2906,99.4767532307276,0.5084524017969126,Customer 1123,34,Address 1123,7347.086686903932,2022-05-03,0,Merchant 2906,Location 2906,Food,0
